code,subBrand,product,specification,country,reason,sourceDisplay,docUrl,isSeries,brand,severity,evidence_hash,archive_url,severity,evidence_hash,archive_url
06/12/2026,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
06/12/2026,Aptamil,Aptamil 2 Follow-on Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
06/12/2026,Cow & Gate,Cow & Gate 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
06/12/2026,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/01/2027,Profutura,Aptamil Profutura DuoAdvance 2,800g,Germany/Austria,Vorsorglicher Rückruf: Mögliches Vorhandensein des Toxins Cereulid,Produktwarnung.eu,https://www.produktwarnung.eu/2026/02/05/rueckruf-gesundheitsgefahr-danone-ruft-aptamil-babynahrung-zurueck/36778,False,Aptamil (Danone),L1,,,L1,,
07/01/2027,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/01/2027,Cow & Gate,Cow & Gate 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/01/2027,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/02/2027,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/02/2027,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/03/2027,Tabs 1,Nutrilon Tabs volledige zuigelingenvoeding 1,5x4.6g,Netherlands,Bacillus cereus toxin (cereulide),NVWA / Nutricia Netherlands,https://www.nutriciavoorjou.nl/terugroepactie.html,False,Nutrilon (Danone),L1,,,L1,,
07/06/2026,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/06/2026,Nutrilon 2,Nutrilon opvolgmelk 2,800g,Netherlands,Bacillus cereus toxin (cereulide),NVWA/Nutricia Netherlands,https://www.nutriciavoorjou.nl/terugroepactie.html,False,Nutrilon (Danone),L1,,,L1,,
07/07/2026,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/07/2026,Aptamil,Aptamil 2 Follow-on Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/07/2026,Cow & Gate,Cow & Gate 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/07/2026,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/07/2026,Milumil,Milumil Pre,800g,Austria,Vorsorglicher Rückruf: Mögliches Vorhandensein des Toxins Cereulid,AGES / AGES Austria / Produktwarnung.at,https://www.ages.at/,False,Danone,L1,,,L1,,
07/08/2026,Pronutra,Aptamil Pronutra 1,800g,Germany/Austria,Vorsorglicher Rückruf: Mögliches Vorhandensein des Toxins Cereulid,Produktwarnung.eu,https://www.produktwarnung.eu/2026/02/05/rueckruf-gesundheitsgefahr-danone-ruft-aptamil-babynahrung-zurueck/36778,False,Aptamil (Danone),L1,,,L1,,
07/08/2026,Aptamil,Aptamil 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/08/2026,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/08/2026,Aptamil,Aptamil 2 Follow-on Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/08/2026,Cow & Gate,Cow & Gate 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/08/2026,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/09/2026,Aptamil,Aptamil 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/09/2026,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/09/2026,Aptamil,Aptamil 2 Follow-on Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/09/2026,Cow & Gate,Cow & Gate 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/09/2026,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/10/2026,Aptamil,Aptamil 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/10/2026,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/10/2026,Aptamil,Aptamil 2 Follow-on Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/10/2026,Cow & Gate,Cow & Gate 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/10/2026,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/11/2026,Pronutra,Aptamil Pronutra 3,800g,Germany,Vorsorglicher Rückruf: Mögliches Vorhandensein des Toxins Cereulid,Produktwarnung.eu,https://www.produktwarnung.eu/2026/02/05/rueckruf-gesundheitsgefahr-danone-ruft-aptamil-babynahrung-zurueck/36778,False,Aptamil (Danone),L1,,,L1,,
07/11/2026,Aptamil,Aptamil 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/11/2026,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/11/2026,Aptamil,Aptamil 2 Follow-on Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/11/2026,Cow & Gate,Cow & Gate 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/11/2026,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/11/2026,Nutrilon 3,Nutrilon opvolgmelk 3,800g,Netherlands,Bacillus cereus toxin (cereulide),NVWA / Nutricia Netherlands,https://www.nutriciavoorjou.nl/terugroepactie.html,False,Nutrilon (Danone),L1,,,L1,,
07/12/2026,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/12/2026,Aptamil,Aptamil 2 Follow-on Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/12/2026,Cow & Gate,Cow & Gate 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
07/12/2026,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
08/01/2027,Profutura,Aptamil Profutura DuoAdvance 1,800g,Germany/Austria,Vorsorglicher Rückruf: Mögliches Vorhandensein des Toxins Cereulid,Produktwarnung.eu,https://www.produktwarnung.eu/2026/02/05/rueckruf-gesundheitsgefahr-danone-ruft-aptamil-babynahrung-zurueck/36778,False,Aptamil (Danone),L1,,,L1,,
08/01/2027,Pronutra,Aptamil Pronutra 2,800g,Germany/Austria,Vorsorglicher Rückruf: Mögliches Vorhandensein des Toxins Cereulid,Produktwarnung.eu,https://www.produktwarnung.eu/2026/02/05/rueckruf-gesundheitsgefahr-danone-ruft-aptamil-babynahrung-zurueck/36778,False,Aptamil (Danone),L1,,,L1,,
08/01/2027,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
08/01/2027,Cow & Gate,Cow & Gate 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
08/01/2027,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
08/01/2027,Tabs 2,Nutrilon Tabs opvolgmelk 2,5x4.6g,Netherlands,Bacillus cereus toxin (cereulide),NVWA / Nutricia Netherlands,https://www.nutriciavoorjou.nl/terugroepactie.html,False,Nutrilon (Danone),L1,,,L1,,
08/02/2027,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
08/02/2027,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
08/05/2027,Profutura,Aptamil Profutura DuoAdvance 1,800g,Germany/Austria,Vorsorglicher Rückruf: Mögliches Vorhandensein des Toxins Cereulid,Produktwarnung.eu,https://www.produktwarnung.eu/2026/02/05/rueckruf-gesundheitsgefahr-danone-ruft-aptamil-babynahrung-zurueck/36778,False,Aptamil (Danone),L1,,,L1,,
08/05/2027,Profutura,Aptamil Profutura DuoAdvance Pre,800g,Germany/Austria,Vorsorglicher Rückruf: Mögliches Vorhandensein des Toxins Cereulid,Produktwarnung.eu,https://www.produktwarnung.eu/2026/02/05/rueckruf-gesundheitsgefahr-danone-ruft-aptamil-babynahrung-zurueck/36778,False,Aptamil (Danone),L1,,,L1,,
08/06/2026,Pronutra,Aptamil Pronutra 2,800g,Germany/Austria,Vorsorglicher Rückruf: Mögliches Vorhandensein des Toxins Cereulid,Produktwarnung.eu,https://www.produktwarnung.eu/2026/02/05/rueckruf-gesundheitsgefahr-danone-ruft-aptamil-babynahrung-zurueck/36778,False,Aptamil (Danone),L1,,,L1,,
08/06/2026,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
08/06/2027,Profutura,Aptamil Profutura DuoAdvance 1,800g,Germany/Austria,Vorsorglicher Rückruf: Mögliches Vorhandensein des Toxins Cereulid,Produktwarnung.eu,https://www.produktwarnung.eu/2026/02/05/rueckruf-gesundheitsgefahr-danone-ruft-aptamil-babynahrung-zurueck/36778,False,Aptamil (Danone),L1,,,L1,,
08/06/2027,Profutura,Aptamil Profutura DuoAdvance Pre,800g,Germany/Austria,Vorsorglicher Rückruf: Mögliches Vorhandensein des Toxins Cereulid,Produktwarnung.eu,https://www.produktwarnung.eu/2026/02/05/rueckruf-gesundheitsgefahr-danone-ruft-aptamil-babynahrung-zurueck/36778,False,Aptamil (Danone),L1,,,L1,,
08/07/2026,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
08/07/2026,Aptamil,Aptamil 2 Follow-on Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
08/07/2026,Cow & Gate,Cow & Gate 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
08/07/2026,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
08/08/2026,Aptamil,Aptamil 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
08/08/2026,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
08/08/2026,Aptamil,Aptamil 2 Follow-on Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
08/08/2026,Cow & Gate,Cow & Gate 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
08/08/2026,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
08/08/2027,Profutura,Aptamil Profutura DuoAdvance 1,800g,Germany/Austria,Vorsorglicher Rückruf: Mögliches Vorhandensein des Toxins Cereulid,Produktwarnung.eu,https://www.produktwarnung.eu/2026/02/05/rueckruf-gesundheitsgefahr-danone-ruft-aptamil-babynahrung-zurueck/36778,False,Aptamil (Danone),L1,,,L1,,
08/09/2026,Aptamil,Aptamil 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
08/09/2026,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
08/09/2026,Aptamil,Aptamil 2 Follow-on Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
08/09/2026,Cow & Gate,Cow & Gate 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
08/09/2026,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
08/10/2026,Pronutra,Aptamil Pronutra Pre,400g,Austria,Vorsorglicher Rückruf: Mögliches Vorhandensein des Toxins Cereulid,Produktwarnung.eu,https://www.produktwarnung.eu/2026/02/05/rueckruf-gesundheitsgefahr-danone-ruft-aptamil-babynahrung-zurueck/36778,False,Aptamil (Danone),L1,,,L1,,
08/10/2026,Aptamil,Aptamil 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
08/10/2026,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
08/10/2026,Aptamil,Aptamil 2 Follow-on Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
08/10/2026,Cow & Gate,Cow & Gate 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
08/10/2026,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
08/11/2026,Aptamil,Aptamil 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
